"locusTag","RSlocusTag","feature","class","assembly","assembly_unit","seq_type","chromosome","genomic_accession","start","end","strand","product_accession","non.redundant_refseq","related_accession","name","symbol","GeneID","feature_interval_length","product_length","attributes","gene_name"
"Bcen2424_0642","BCEN2424_RS03190","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",714973,716031,"+","WP_011694141.1","WP_011694141.1",NA,"L-idonate 5-dehydrogenase","",NA,1059,352,"old_locus_tag=Bcen2424_0642","Bcen2424_0642--L-idonate 5-dehydrogenase"
"Bcen2424_0643","BCEN2424_RS03195","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",716165,717364,"-","WP_011544561.1","WP_011544561.1",NA,"MFS transporter","",NA,1200,399,"old_locus_tag=Bcen2424_0643","Bcen2424_0643--MFS transporter"
"Bcen2424_0644","BCEN2424_RS03200","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",717678,718568,"+","WP_011544562.1","WP_011544562.1",NA,"transcriptional regulator CynR","cynR",NA,891,296,"old_locus_tag=Bcen2424_0644","Bcen2424_0644-cynR-transcriptional regulator CynR"
"Bcen2424_0645","BCEN2424_RS03205","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",718611,719303,"-","WP_011694143.1","WP_011694143.1",NA,"FadR family transcriptional regulator","",NA,693,230,"old_locus_tag=Bcen2424_0645","Bcen2424_0645--FadR family transcriptional regulator"
"Bcen2424_0646","BCEN2424_RS03210","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",719544,720863,"+","WP_011544564.1","WP_011544564.1",NA,"C4-dicarboxylate transporter DctA","",NA,1320,439,"old_locus_tag=Bcen2424_0646","Bcen2424_0646--C4-dicarboxylate transporter DctA"
"Bcen2424_0647","BCEN2424_RS03215","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",720968,721975,"+","WP_011544565.1","WP_011544565.1",NA,"allantoicase","alc",NA,1008,335,"old_locus_tag=Bcen2424_0647","Bcen2424_0647-alc-allantoicase"
"Bcen2424_0648","BCEN2424_RS03220","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",721990,722523,"+","WP_011544566.1","WP_011544566.1",NA,"ureidoglycolate lyase","",NA,534,177,"old_locus_tag=Bcen2424_0648","Bcen2424_0648--ureidoglycolate lyase"
"Bcen2424_0649","BCEN2424_RS03225","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",722617,723045,"-","WP_006400349.1","WP_006400349.1",NA,"ferric iron uptake transcriptional regulator","fur",NA,429,142,"old_locus_tag=Bcen2424_0649","Bcen2424_0649-fur-ferric iron uptake transcriptional regulator"
"Bcen2424_0650","BCEN2424_RS03230","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",723187,723993,"+","WP_011544567.1","WP_011544567.1",NA,"outer membrane protein assembly factor BamE","",NA,807,268,"old_locus_tag=Bcen2424_0650","Bcen2424_0650--outer membrane protein assembly factor BamE"
"Bcen2424_0651","BCEN2424_RS03235","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",724059,724856,"+","WP_011544568.1","WP_011544568.1",NA,"4-hydroxy-tetrahydrodipicolinate reductase","dapB",NA,798,265,"old_locus_tag=Bcen2424_0651","Bcen2424_0651-dapB-4-hydroxy-tetrahydrodipicolinate reductase"
"Bcen2424_0652","BCEN2424_RS03240","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",724875,725543,"+","WP_011544569.1","WP_011544569.1",NA,"MotA/TolQ/ExbB proton channel family protein","",NA,669,222,"old_locus_tag=Bcen2424_0652","Bcen2424_0652--MotA/TolQ/ExbB proton channel family protein"
"Bcen2424_0653","BCEN2424_RS03245","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",725568,726023,"+","WP_011544570.1","WP_011544570.1",NA,"biopolymer transporter ExbD","",NA,456,151,"old_locus_tag=Bcen2424_0653","Bcen2424_0653--biopolymer transporter ExbD"
"Bcen2424_0654","BCEN2424_RS03250","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",726316,728910,"+","WP_011544571.1","WP_011544571.1",NA,"leucine--tRNA ligase","",NA,2595,864,"old_locus_tag=Bcen2424_0654","Bcen2424_0654--leucine--tRNA ligase"
"Bcen2424_0655","BCEN2424_RS03255","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",728949,729500,"+","WP_006476923.1","WP_006476923.1",NA,"hypothetical protein","",NA,552,183,"old_locus_tag=Bcen2424_0655","Bcen2424_0655--hypothetical protein"
"Bcen2424_0656","BCEN2424_RS03260","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",729519,730613,"+","WP_011544573.1","WP_011544573.1",NA,"DNA polymerase III subunit delta","",NA,1095,364,"old_locus_tag=Bcen2424_0656","Bcen2424_0656--DNA polymerase III subunit delta"
"Bcen2424_0657","BCEN2424_RS03265","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",730784,732055,"+","WP_011544574.1","WP_011544574.1",NA,"glutamate-5-semialdehyde dehydrogenase","",NA,1272,423,"old_locus_tag=Bcen2424_0657","Bcen2424_0657--glutamate-5-semialdehyde dehydrogenase"
"Bcen2424_0658","BCEN2424_RS03270","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",732085,732501,"+","WP_041489154.1","WP_041489154.1",NA,"membrane protein","",NA,417,138,"old_locus_tag=Bcen2424_0658","Bcen2424_0658--membrane protein"
"Bcen2424_0659","BCEN2424_RS03275","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",732595,733443,"-","WP_006476919.1","WP_006476919.1",NA,"MurR/RpiR family transcriptional regulator","",NA,849,282,"old_locus_tag=Bcen2424_0659","Bcen2424_0659--MurR/RpiR family transcriptional regulator"
"Bcen2424_0660","BCEN2424_RS03280","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",733738,735594,"+","WP_011544576.1","WP_011544576.1",NA,"phosphogluconate dehydratase","",NA,1857,618,"old_locus_tag=Bcen2424_0660","Bcen2424_0660--phosphogluconate dehydratase"
"Bcen2424_0661","BCEN2424_RS03285","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",735614,736240,"+","WP_011544577.1","WP_011544577.1",NA,"bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase","eda",NA,627,208,"old_locus_tag=Bcen2424_0661","Bcen2424_0661-eda-bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase"
"Bcen2424_0662","BCEN2424_RS03290","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",736458,737819,"+","WP_011544578.1","WP_011544578.1",NA,"GntP family permease","",NA,1362,453,"old_locus_tag=Bcen2424_0662","Bcen2424_0662--GntP family permease"
"Bcen2424_0663","BCEN2424_RS03295","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",737833,738336,"+","WP_011544579.1","WP_011544579.1",NA,"gluconokinase","",NA,504,167,"old_locus_tag=Bcen2424_0663","Bcen2424_0663--gluconokinase"
"Bcen2424_0664","BCEN2424_RS03300","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",738408,739055,"-","WP_011544580.1","WP_011544580.1",NA,"TetR family transcriptional regulator","",NA,648,215,"old_locus_tag=Bcen2424_0664","Bcen2424_0664--TetR family transcriptional regulator"
"Bcen2424_0665","BCEN2424_RS03305","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",739348,740775,"+","WP_011544581.1","WP_011544581.1",NA,"FAD-binding oxidoreductase","",NA,1428,475,"old_locus_tag=Bcen2424_0665","Bcen2424_0665--FAD-binding oxidoreductase"
"Bcen2424_0666","BCEN2424_RS03310","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",740852,742240,"-","WP_011544582.1","WP_011544582.1",NA,"adenylosuccinate lyase","purB",NA,1389,462,"old_locus_tag=Bcen2424_0666","Bcen2424_0666-purB-adenylosuccinate lyase"
"Bcen2424_0667","BCEN2424_RS03315","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",742506,743471,"+","WP_011694145.1","WP_011694145.1",NA,"LysR family transcriptional regulator","",NA,966,321,"old_locus_tag=Bcen2424_0667","Bcen2424_0667--LysR family transcriptional regulator"
"Bcen2424_0668","BCEN2424_RS03320","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",743758,745044,"+","WP_011544584.1","WP_011544584.1",NA,"Glu/Leu/Phe/Val dehydrogenase","",NA,1287,428,"old_locus_tag=Bcen2424_0668","Bcen2424_0668--Glu/Leu/Phe/Val dehydrogenase"
"Bcen2424_0669","BCEN2424_RS03325","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",745306,746199,"+","WP_011544585.1","WP_011544585.1",NA,"glutamate/aspartate ABC transporter substrate-binding protein","",NA,894,297,"old_locus_tag=Bcen2424_0669","Bcen2424_0669--glutamate/aspartate ABC transporter substrate-binding protein"
"Bcen2424_0670","BCEN2424_RS03330","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",746284,747024,"+","WP_006476908.1","WP_006476908.1",NA,"amino acid ABC transporter permease","",NA,741,246,"old_locus_tag=Bcen2424_0670","Bcen2424_0670--amino acid ABC transporter permease"
"Bcen2424_0671","BCEN2424_RS03335","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",747024,747701,"+","WP_011544586.1","WP_011544586.1",NA,"glutamate/aspartate ABC transporter permease GltK","gltK",NA,678,225,"old_locus_tag=Bcen2424_0671","Bcen2424_0671-gltK-glutamate/aspartate ABC transporter permease GltK"
"Bcen2424_0672","BCEN2424_RS03340","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",747698,748423,"+","WP_011544587.1","WP_011544587.1",NA,"amino acid ABC transporter ATP-binding protein","",NA,726,241,"old_locus_tag=Bcen2424_0672","Bcen2424_0672--amino acid ABC transporter ATP-binding protein"
"Bcen2424_0673","BCEN2424_RS03345","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",748506,753794,"-","WP_011544588.1","WP_011544588.1",NA,"autotransporter outer membrane beta-barrel domain-containing protein","",NA,5289,1762,"old_locus_tag=Bcen2424_0673","Bcen2424_0673--autotransporter outer membrane beta-barrel domain-containing protein"
"Bcen2424_0674","BCEN2424_RS03350","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",754380,755294,"-","WP_006483857.1","WP_006483857.1",NA,"class II glutamine amidotransferase","",NA,915,304,"old_locus_tag=Bcen2424_0674","Bcen2424_0674--class II glutamine amidotransferase"
"Bcen2424_0675","BCEN2424_RS03355","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",755500,756564,"+","WP_041489155.1","WP_041489155.1",NA,"dihydroorotase","pyrC",NA,1065,354,"old_locus_tag=Bcen2424_0675","Bcen2424_0675-pyrC-dihydroorotase"
"Bcen2424_0676","BCEN2424_RS03360","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",756561,757451,"+","WP_011694148.1","WP_011694148.1",NA,"DUF3025 domain-containing protein","",NA,891,296,"old_locus_tag=Bcen2424_0676","Bcen2424_0676--DUF3025 domain-containing protein"
"Bcen2424_0677","BCEN2424_RS03365","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",757943,758407,"-","WP_074801272.1","WP_074801272.1",NA,"OsmC family protein","",NA,465,154,"old_locus_tag=Bcen2424_0677","Bcen2424_0677--OsmC family protein"
"Bcen2424_0678","BCEN2424_RS03370","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",758818,759123,"-","WP_011544592.1","WP_011544592.1",NA,"DUF1090 family protein","",NA,306,101,"old_locus_tag=Bcen2424_0678","Bcen2424_0678--DUF1090 family protein"
"Bcen2424_0679","BCEN2424_RS03375","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",759435,759863,"+","WP_009687896.1","WP_009687896.1",NA,"50S ribosomal protein L13","rplM",NA,429,142,"old_locus_tag=Bcen2424_0679","Bcen2424_0679-rplM-50S ribosomal protein L13"
"Bcen2424_0680","BCEN2424_RS03380","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",759874,760266,"+","WP_006476904.1","WP_006476904.1",NA,"30S ribosomal protein S9","rpsI",NA,393,130,"old_locus_tag=Bcen2424_0680","Bcen2424_0680-rpsI-30S ribosomal protein S9"
"Bcen2424_0681","BCEN2424_RS03385","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",760495,760866,"+","WP_006476903.1","WP_006476903.1",NA,"iron-sulfur cluster insertion protein ErpA","erpA",NA,372,123,"old_locus_tag=Bcen2424_0681","Bcen2424_0681-erpA-iron-sulfur cluster insertion protein ErpA"
"Bcen2424_0682","BCEN2424_RS03390","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",760974,762122,"-","WP_011544593.1","WP_011544593.1",NA,"anhydro-N-acetylmuramic acid kinase","",NA,1149,382,"old_locus_tag=Bcen2424_0682","Bcen2424_0682--anhydro-N-acetylmuramic acid kinase"
"Bcen2424_0683","BCEN2424_RS03395","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",762265,763506,"+","WP_011544594.1","WP_011544594.1",NA,"tyrosine--tRNA ligase","",NA,1242,413,"old_locus_tag=Bcen2424_0683","Bcen2424_0683--tyrosine--tRNA ligase"
"Bcen2424_0684","BCEN2424_RS03400","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",763503,763961,"+","WP_011544595.1","WP_011544595.1",NA,"D-tyrosyl-tRNA(Tyr) deacylase","",NA,459,152,"old_locus_tag=Bcen2424_0684","Bcen2424_0684--D-tyrosyl-tRNA(Tyr) deacylase"
"Bcen2424_0685","BCEN2424_RS03405","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",763985,764650,"+","WP_011544596.1","WP_011544596.1",NA,"histidine phosphatase family protein","",NA,666,221,"old_locus_tag=Bcen2424_0685","Bcen2424_0685--histidine phosphatase family protein"
"Bcen2424_0686","BCEN2424_RS03410","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",764713,765840,"-","WP_041489279.1","WP_041489279.1",NA,"chromosome partitioning protein ParB","",NA,1128,375,"old_locus_tag=Bcen2424_0686","Bcen2424_0686--chromosome partitioning protein ParB"
"Bcen2424_0687","BCEN2424_RS03415","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",765995,766948,"-","WP_011544598.1","WP_011544598.1",NA,"DUF2236 domain-containing protein","",NA,954,317,"old_locus_tag=Bcen2424_0687","Bcen2424_0687--DUF2236 domain-containing protein"
"Bcen2424_0688","BCEN2424_RS03420","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",766972,768042,"-","WP_006476896.1","WP_006476896.1",NA,"Holliday junction branch migration DNA helicase RuvB","ruvB",NA,1071,356,"old_locus_tag=Bcen2424_0688","Bcen2424_0688-ruvB-Holliday junction branch migration DNA helicase RuvB"
"Bcen2424_0689","BCEN2424_RS03425","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",768151,768732,"-","WP_006401679.1","WP_006401679.1",NA,"Holliday junction branch migration protein RuvA","ruvA",NA,582,193,"old_locus_tag=Bcen2424_0689","Bcen2424_0689-ruvA-Holliday junction branch migration protein RuvA"
"Bcen2424_0690","BCEN2424_RS03430","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",768933,769475,"-","WP_006476894.1","WP_006476894.1",NA,"crossover junction endodeoxyribonuclease RuvC","ruvC",NA,543,180,"old_locus_tag=Bcen2424_0690","Bcen2424_0690-ruvC-crossover junction endodeoxyribonuclease RuvC"
"Bcen2424_0691","BCEN2424_RS03435","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",769630,771195,"-","WP_011694149.1","WP_011694149.1",NA,"bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase","purH",NA,1566,521,"old_locus_tag=Bcen2424_0691","Bcen2424_0691-purH-bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase"
"Bcen2424_0692","BCEN2424_RS03440","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",771240,771473,"-","WP_006476892.1","WP_006476892.1",NA,"Fis family transcriptional regulator","",NA,234,77,"old_locus_tag=Bcen2424_0692","Bcen2424_0692--Fis family transcriptional regulator"
"Bcen2424_0693","BCEN2424_RS03445","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",771470,772537,"-","WP_006476891.1","WP_006476891.1",NA,"tRNA dihydrouridine synthase DusB","dusB",NA,1068,355,"old_locus_tag=Bcen2424_0693","Bcen2424_0693-dusB-tRNA dihydrouridine synthase DusB"
"Bcen2424_0694","BCEN2424_RS03450","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",772675,773862,"-","WP_011694150.1","WP_011694150.1",NA,"UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase","",NA,1188,395,"old_locus_tag=Bcen2424_0694","Bcen2424_0694--UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase"
"Bcen2424_0695","BCEN2424_RS03455","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",773900,775285,"-","WP_011544601.1","WP_011544601.1",NA,"M24 family metallopeptidase","",NA,1386,461,"old_locus_tag=Bcen2424_0695","Bcen2424_0695--M24 family metallopeptidase"
"Bcen2424_0696","BCEN2424_RS03460","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",775473,776087,"+","WP_027813221.1","WP_027813221.1",NA,"glutathione S-transferase","",NA,615,204,"old_locus_tag=Bcen2424_0696","Bcen2424_0696--glutathione S-transferase"
"Bcen2424_0697","BCEN2424_RS03465","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",776198,777817,"-","WP_011694151.1","WP_011694151.1",NA,"FMN-binding glutamate synthase family protein","",NA,1620,539,"old_locus_tag=Bcen2424_0697","Bcen2424_0697--FMN-binding glutamate synthase family protein"
"Bcen2424_0698","BCEN2424_RS03470","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",777936,779111,"-","WP_011544604.1","WP_011544604.1",NA,"tRNA 2-thiouridine(34) synthase MnmA","mnmA",NA,1176,391,"old_locus_tag=Bcen2424_0698","Bcen2424_0698-mnmA-tRNA 2-thiouridine(34) synthase MnmA"
"Bcen2424_0699","BCEN2424_RS03475","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",779108,779617,"-","WP_027807449.1","WP_027807449.1",NA,"NUDIX hydrolase","",NA,510,169,"old_locus_tag=Bcen2424_0699","Bcen2424_0699--NUDIX hydrolase"
"Bcen2424_0700","BCEN2424_RS03480","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",779896,781035,"+","WP_011544606.1","WP_011544606.1",NA,"Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha","",NA,1140,379,"old_locus_tag=Bcen2424_0700","Bcen2424_0700--Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha"
"Bcen2424_0701","BCEN2424_RS03485","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",781047,781373,"+","WP_011544607.1","WP_011544607.1",NA,"NAD(P) transhydrogenase subunit alpha","",NA,327,108,"old_locus_tag=Bcen2424_0701","Bcen2424_0701--NAD(P) transhydrogenase subunit alpha"
"Bcen2424_0702","BCEN2424_RS03490","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",781370,782824,"+","WP_011544608.1","WP_011544608.1",NA,"NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta","",NA,1455,484,"old_locus_tag=Bcen2424_0702","Bcen2424_0702--NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta"
"Bcen2424_0703","BCEN2424_RS03495","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",782916,783836,"-","WP_011544609.1","WP_011544609.1",NA,"LysR family transcriptional regulator","",NA,921,306,"old_locus_tag=Bcen2424_0703","Bcen2424_0703--LysR family transcriptional regulator"
