"locusTag"	"RSlocusTag"	"feature"	"class"	"assembly"	"assembly_unit"	"seq_type"	"chromosome"	"genomic_accession"	"start"	"end"	"strand"	"product_accession"	"non.redundant_refseq"	"related_accession"	"name"	"symbol"	"GeneID"	"feature_interval_length"	"product_length"	"attributes"
"Bcen2424_1156"	"BCEN2424_RS05765"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1266174	1266809	"-"	"WP_011544964.1"	"WP_011544964.1"		"SCO family protein"	""		636	211	"old_locus_tag=Bcen2424_1156"
"Bcen2424_1157"	"BCEN2424_RS05770"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1267090	1267842	"+"	"WP_011544965.1"	"WP_011544965.1"		"trehalose-phosphatase"	"otsB"		753	250	"old_locus_tag=Bcen2424_1157"
"Bcen2424_1158"	"BCEN2424_RS05775"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1267839	1269224	"+"	"WP_006476461.1"	"WP_006476461.1"		"alpha,alpha-trehalose-phosphate synthase (UDP-forming)"	"otsA"		1386	461	"old_locus_tag=Bcen2424_1158"
"Bcen2424_1159"	"BCEN2424_RS05780"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1269306	1271138	"-"	"WP_023475440.1"	"WP_023475440.1"		"ABC transporter ATP-binding protein"	""		1833	610	"old_locus_tag=Bcen2424_1159"
"Bcen2424_1160"	"BCEN2424_RS05785"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1271704	1272768	"+"	"WP_006476459.1"	"WP_006476459.1"		"glycosyltransferase family 4 protein"	""		1065	354	"old_locus_tag=Bcen2424_1160"
"Bcen2424_1161"	"BCEN2424_RS05790"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1273005	1273814	"+"	"WP_041489174.1"	"WP_041489174.1"		"hypothetical protein"	""		810	269	"old_locus_tag=Bcen2424_1161"
"Bcen2424_1162"	"BCEN2424_RS05795"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1273854	1274318	"+"	"WP_011544969.1"	"WP_011544969.1"		"DUF2214 family protein"	""		465	154	"old_locus_tag=Bcen2424_1162"
"Bcen2424_1163"	"BCEN2424_RS05800"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1274522	1275874	"-"	"WP_011544970.1"	"WP_011544970.1"		"glucarate dehydratase"	"gudD"		1353	450	"old_locus_tag=Bcen2424_1163"
"Bcen2424_1164"	"BCEN2424_RS05805"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1276232	1276981	"+"	"WP_011544971.1"	"WP_011544971.1"		"FadR family transcriptional regulator"	""		750	249	"old_locus_tag=Bcen2424_1164"
"Bcen2424_1165"	"BCEN2424_RS05810"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1277118	1278266	"-"	"WP_012328174.1"	"WP_012328174.1"		"branched-chain amino acid ABC transporter substrate-binding protein"	""		1149	382	"old_locus_tag=Bcen2424_1165"
"Bcen2424_1166"	"BCEN2424_RS05815"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1278638	1280782	"-"	"WP_011694231.1"	"WP_011694231.1"		"phospholipase C, phosphocholine-specific"	""		2145	714	"old_locus_tag=Bcen2424_1166"
"Bcen2424_1167"	"BCEN2424_RS05820"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1281065	1281925	"-"	"WP_011544974.1"	"WP_011544974.1"		"pyridoxal kinase PdxY"	"pdxY"		861	286	"old_locus_tag=Bcen2424_1167"
"Bcen2424_1168"	"BCEN2424_RS05825"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1282110	1283171	"+"	"WP_011694232.1"	"WP_011694232.1"		"alpha/beta hydrolase"	""		1062	353	"old_locus_tag=Bcen2424_1168"
"Bcen2424_1169"	"BCEN2424_RS05830"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1283208	1284206	"-"	"WP_011544976.1"	"WP_011544976.1"		"LLM class flavin-dependent oxidoreductase"	""		999	332	"old_locus_tag=Bcen2424_1169"
"Bcen2424_1170"	"BCEN2424_RS05835"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1284845	1286020	"+"	"WP_011544977.1"	"WP_011544977.1"		"glycosyltransferase"	""		1176	391	"old_locus_tag=Bcen2424_1170"
"Bcen2424_1171"	"BCEN2424_RS05840"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1286176	1287597	"+"	"WP_011544978.1"	"WP_011544978.1"		"hopanoid biosynthesis associated radical SAM protein HpnJ"	"hpnJ"		1422	473	"old_locus_tag=Bcen2424_1171"
"Bcen2424_1172"	"BCEN2424_RS05845"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1287601	1288485	"+"	"WP_006476448.1"	"WP_006476448.1"		"hopanoid biosynthesis-associated protein HpnK"	"hpnK"		885	294	"old_locus_tag=Bcen2424_1172"
"Bcen2424_1173"	"BCEN2424_RS05850"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1288482	1289540	"+"	"WP_011544979.1"	"WP_011544979.1"		"membrane protein"	""		1059	352	"old_locus_tag=Bcen2424_1173"
"Bcen2424_1174"	"BCEN2424_RS05855"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1289629	1290183	"+"	"WP_006488732.1"	"WP_006488732.1"		"hypothetical protein"	""		555	184	"old_locus_tag=Bcen2424_1174"
"Bcen2424_1175"	"BCEN2424_RS05860"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1290547	1291236	"+"	"WP_011544981.1"	"WP_011544981.1"		"ABC transporter permease subunit"	"hisQ"		690	229	"old_locus_tag=Bcen2424_1175"
"Bcen2424_1176"	"BCEN2424_RS05865"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1291233	1291946	"+"	"WP_006476443.1"	"WP_006476443.1"		"ABC transporter permease"	""		714	237	"old_locus_tag=Bcen2424_1176"
"Bcen2424_1177"	"BCEN2424_RS05870"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1291967	1292767	"+"	"WP_006488736.1"	"WP_006488736.1"		"ATP-binding cassette domain-containing protein"	""		801	266	"old_locus_tag=Bcen2424_1177"
"Bcen2424_1178"	"BCEN2424_RS05875"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1292790	1293830	"+"	"WP_011544983.1"	"WP_011544983.1"		"GlxA family transcriptional regulator"	""		1041	346	"old_locus_tag=Bcen2424_1178"
"Bcen2424_1179"	"BCEN2424_RS05880"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1294567	1295817	"-"	"WP_011544984.1"	"WP_011544984.1"		"IS256 family transposase"	""		1251	416	"old_locus_tag=Bcen2424_1179"
"Bcen2424_1180"	"BCEN2424_RS05885"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1296192	1297424	"+"	"WP_011694233.1"	"WP_011694233.1"		"aspartate aminotransferase family protein"	""		1233	410	"old_locus_tag=Bcen2424_1180"
"Bcen2424_1181"	"BCEN2424_RS05890"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1297455	1298522	"+"	"WP_011544986.1"	"WP_011544986.1"		"arginine/ornithine succinyltransferase subunit alpha"	"aruF"		1068	355	"old_locus_tag=Bcen2424_1181"
"Bcen2424_1182"	"BCEN2424_RS05895"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1298519	1299550	"+"	"WP_011544987.1"	"WP_011544987.1"		"arginine N-succinyltransferase"	"astA"		1032	343	"old_locus_tag=Bcen2424_1182"
"Bcen2424_1183"	"BCEN2424_RS05900"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1299558	1301021	"+"	"WP_011544988.1"	"WP_011544988.1"		"succinylglutamate-semialdehyde dehydrogenase"	"astD"		1464	487	"old_locus_tag=Bcen2424_1183"
"Bcen2424_1184"	"BCEN2424_RS05905"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1301036	1302376	"+"	"WP_011544989.1"	"WP_011544989.1"		"N-succinylarginine dihydrolase"	"astB"		1341	446	"old_locus_tag=Bcen2424_1184"
"Bcen2424_1185"	"BCEN2424_RS05910"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1302360	1303412	"+"	"WP_041489175.1"	"WP_041489175.1"		"succinylglutamate desuccinylase"	"astE"		1053	350	"old_locus_tag=Bcen2424_1185"
"Bcen2424_1187"	"BCEN2424_RS05915"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1303768	1304562	"+"	"WP_011544992.1"	"WP_011544992.1"		"ABC transporter substrate-binding protein"	""		795	264	"old_locus_tag=Bcen2424_1187"
"Bcen2424_1188"	"BCEN2424_RS05920"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1304662	1306185	"-"	"WP_011544993.1"	"WP_011544993.1"		"HDOD domain-containing protein"	""		1524	507	"old_locus_tag=Bcen2424_1188"
"Bcen2424_1189"	"BCEN2424_RS05925"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1306213	1308048	"-"	"WP_011544994.1"	"WP_011544994.1"		"sensor domain-containing phosphodiesterase"	""		1836	611	"old_locus_tag=Bcen2424_1189"
"Bcen2424_1190"	"BCEN2424_RS05930"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1308234	1308782	"+"	"WP_011544995.1"	"WP_011544995.1"		"peroxiredoxin"	""		549	182	"old_locus_tag=Bcen2424_1190"
"Bcen2424_1191"	"BCEN2424_RS05935"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1308870	1309499	"-"	"WP_006476432.1"	"WP_006476432.1"		"SDR family oxidoreductase"	""		630	209	"old_locus_tag=Bcen2424_1191"
"Bcen2424_1192"	"BCEN2424_RS05940"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1309727	1310779	"+"	"WP_041489291.1"	"WP_041489291.1"		"transposase"	""		1053	350	"old_locus_tag=Bcen2424_1192"
"Bcen2424_1193"	"BCEN2424_RS05945"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1310899	1312395	"+"	"WP_011544997.1"	"WP_011544997.1"		"NYN domain-containing protein"	""		1497	498	"old_locus_tag=Bcen2424_1193"
"Bcen2424_1194"	"BCEN2424_RS05950"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1312505	1312888	"-"	"WP_011544998.1"	"WP_011544998.1"		"VOC family protein"	""		384	127	"old_locus_tag=Bcen2424_1194"
"Bcen2424_1195"	"BCEN2424_RS05955"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1313110	1314315	"-"	"WP_041489176.1"	"WP_041489176.1"		"IS110 family transposase"	""		1206	401	"old_locus_tag=Bcen2424_1195"
"Bcen2424_1196"	"BCEN2424_RS05960"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1314572	1317880	"-"	"WP_011694234.1"	"WP_011694234.1"		"MMPL family transporter"	""		3309	1102	"old_locus_tag=Bcen2424_1196"
"Bcen2424_1197"	"BCEN2424_RS05965"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1317884	1321003	"-"	"WP_011545001.1"	"WP_011545001.1"		"MdtB/MuxB family multidrug efflux RND transporter permease subunit"	""		3120	1039	"old_locus_tag=Bcen2424_1197"
"Bcen2424_1198"	"BCEN2424_RS05970"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1321019	1322392	"-"	"WP_011694235.1"	"WP_011694235.1"		"MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit"	""		1374	457	"old_locus_tag=Bcen2424_1198"
"Bcen2424_1199"	"BCEN2424_RS05975"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1322647	1323471	"-"	"WP_011694236.1"	"WP_011694236.1"		"IclR family transcriptional regulator"	""		825	274	"old_locus_tag=Bcen2424_1199"
"Bcen2424_1201"	"BCEN2424_RS05980"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1324088	1326052	"-"	"WP_041489177.1"	"WP_041489177.1"		"DUF839 domain-containing protein"	""		1965	654	"old_locus_tag=Bcen2424_1201"
"Bcen2424_1202"	"BCEN2424_RS05985"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1326243	1327436	"-"	"WP_011694238.1"	"WP_011694238.1"		"ammonium transporter"	""		1194	397	"old_locus_tag=Bcen2424_1202"
"Bcen2424_1203"	"BCEN2424_RS05990"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1327691	1328026	"-"	"WP_011545006.1"	"WP_011545006.1"		"hypothetical protein"	""		336	111	"old_locus_tag=Bcen2424_1203"
"Bcen2424_1204"	"BCEN2424_RS05995"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1328224	1328652	"+"	"WP_011545007.1"	"WP_011545007.1"		"hypothetical protein"	""		429	142	"old_locus_tag=Bcen2424_1204"
"Bcen2424_1205"	"BCEN2424_RS06000"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1328743	1329198	"+"	"WP_011545008.1"	"WP_011545008.1"		"Rrf2 family transcriptional regulator"	""		456	151	"old_locus_tag=Bcen2424_1205"
"Bcen2424_1206"	"BCEN2424_RS06005"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1329331	1329972	"+"	"WP_006476420.1"	"WP_006476420.1"		"NAD(P)H-binding protein"	""		642	213	"old_locus_tag=Bcen2424_1206"
"Bcen2424_1207"	"BCEN2424_RS06010"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1330208	1330678	"+"	"WP_006484401.1"	"WP_006484401.1"		"Lrp/AsnC family transcriptional regulator"	""		471	156	"old_locus_tag=Bcen2424_1207"
"Bcen2424_1208"	"BCEN2424_RS06015"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1330709	1331482	"-"	"WP_011545009.1"	"WP_011545009.1"		"ABC transporter ATP-binding protein"	""		774	257	"old_locus_tag=Bcen2424_1208"
"Bcen2424_1209"	"BCEN2424_RS06020"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1331487	1333175	"-"	"WP_011545010.1"	"WP_011545010.1"		"iron ABC transporter permease"	""		1689	562	"old_locus_tag=Bcen2424_1209"
"Bcen2424_1210"	"BCEN2424_RS06025"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1333165	1334208	"-"	"WP_011545011.1"	"WP_011545011.1"		"Fe(3+) ABC transporter substrate-binding protein"	""		1044	347	"old_locus_tag=Bcen2424_1210"
"Bcen2424_1211"	"BCEN2424_RS36645"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1334452	1334613	"+"	"WP_006476417.1"	"WP_006476417.1"		"hypothetical protein"	""		162	53	"old_locus_tag=Bcen2424_1211"
"Bcen2424_1212"	"BCEN2424_RS06030"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1334761	1336128	"-"	"WP_011545012.1"	"WP_011545012.1"		"amino acid permease"	""		1368	455	"old_locus_tag=Bcen2424_1212"
"Bcen2424_1213"	"BCEN2424_RS06035"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1336421	1338715	"-"	"WP_011545013.1"	"WP_011545013.1"		"membrane protein"	""		2295	764	"old_locus_tag=Bcen2424_1213"
"Bcen2424_1214"	"BCEN2424_RS06040"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1338895	1342233	"+"	"WP_011545014.1"	"WP_011545014.1"		"exodeoxyribonuclease V subunit gamma"	"recC"		3339	1112	"old_locus_tag=Bcen2424_1214"
"Bcen2424_1215"	"BCEN2424_RS06045"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1342230	1345937	"+"	"WP_011694239.1"	"WP_011694239.1"		"exodeoxyribonuclease V subunit beta"	"recB"		3708	1235	"old_locus_tag=Bcen2424_1215"
"Bcen2424_1216"	"BCEN2424_RS06050"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1345934	1348252	"+"	"WP_011694240.1"	"WP_011694240.1"		"AAA family ATPase"	""		2319	772	"old_locus_tag=Bcen2424_1216"
"Bcen2424_1217"	"BCEN2424_RS06055"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1348249	1348653	"+"	"WP_006476409.1"	"WP_006476409.1"		"aminoacyl-tRNA hydrolase"	"arfB"		405	134	"old_locus_tag=Bcen2424_1217"
"Bcen2424_1218"	"BCEN2424_RS06060"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1348705	1349985	"-"	"WP_011545016.1"	"WP_011545016.1"		"EAL domain-containing protein"	""		1281	426	"old_locus_tag=Bcen2424_1218"
"Bcen2424_1220"	"BCEN2424_RS06065"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1350500	1351426	"-"	"WP_011545018.1"	"WP_011545018.1"		"DMT family transporter"	""		927	308	"old_locus_tag=Bcen2424_1220"
"Bcen2424_1221"	"BCEN2424_RS06070"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1351572	1351826	"-"	"WP_011545019.1"	"WP_011545019.1"		"hypothetical protein"	""		255	84	"old_locus_tag=Bcen2424_1221"
"Bcen2424_1222"	"BCEN2424_RS06075"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1352043	1352255	"-"	"WP_011545020.1"	"WP_011545020.1"		"glycine zipper 2TM domain-containing protein"	""		213	70	"old_locus_tag=Bcen2424_1222"
"Bcen2424_1223"	"BCEN2424_RS06080"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1352507	1354438	"-"	"WP_011545021.1"	"WP_011545021.1"		"phosphomethylpyrimidine synthase ThiC"	"thiC"		1932	643	"old_locus_tag=Bcen2424_1223"
"BCEN2424_RS06085"	"BCEN2424_RS06085"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1354950	1355225	"+"	"WP_041489178.1"	"WP_041489178.1"		"pentapeptide MXKDX repeat protein"	""		276	91	""
"Bcen2424_1224"	"BCEN2424_RS06090"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1355302	1355934	"+"	"WP_011545022.1"	"WP_011545022.1"		"DUF4405 domain-containing protein"	""		633	210	"old_locus_tag=Bcen2424_1224"
"Bcen2424_1225"	"BCEN2424_RS06095"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1355962	1356750	"+"	"WP_011545023.1"	"WP_011545023.1"		"molybdopterin-dependent oxidoreductase"	""		789	262	"old_locus_tag=Bcen2424_1225"
"Bcen2424_1226"	"BCEN2424_RS06100"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1356785	1357066	"-"	"WP_011545024.1"	"WP_011545024.1"		"XRE family transcriptional regulator"	""		282	93	"old_locus_tag=Bcen2424_1226"
"Bcen2424_1227"	"BCEN2424_RS06105"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1357063	1357416	"-"	"WP_011694241.1"	"WP_011694241.1"		"hypothetical protein"	""		354	117	"old_locus_tag=Bcen2424_1227"
"Bcen2424_1228"	"BCEN2424_RS06110"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1357927	1359129	"+"	"WP_011545026.1"	"WP_011545026.1"		"EamA family transporter"	""		1203	400	"old_locus_tag=Bcen2424_1228"
"Bcen2424_1229"	"BCEN2424_RS06115"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1359151	1360350	"-"	"WP_011545027.1"	"WP_011545027.1"		"MFS transporter"	""		1200	399	"old_locus_tag=Bcen2424_1229"
"Bcen2424_1230"	"BCEN2424_RS06120"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1360538	1361362	"-"	"WP_011545028.1"	"WP_011545028.1"		"phosphodiesterase"	""		825	274	"old_locus_tag=Bcen2424_1230"
"Bcen2424_1231"	"BCEN2424_RS06125"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1361445	1362476	"-"	"WP_011545029.1"	"WP_011545029.1"		"ABC transporter ATP-binding protein"	""		1032	343	"old_locus_tag=Bcen2424_1231"
"Bcen2424_1232"	"BCEN2424_RS06130"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1362491	1363393	"-"	"WP_011545030.1"	"WP_011545030.1"		"ABC transporter permease subunit"	""		903	300	"old_locus_tag=Bcen2424_1232"
"Bcen2424_1233"	"BCEN2424_RS06135"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1363404	1364228	"-"	"WP_011545031.1"	"WP_011545031.1"		"ABC transporter permease"	""		825	274	"old_locus_tag=Bcen2424_1233"
"Bcen2424_1234"	"BCEN2424_RS06140"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1364246	1365274	"-"	"WP_041489179.1"	"WP_041489179.1"		"extracellular solute-binding protein"	""		1029	342	"old_locus_tag=Bcen2424_1234"
"Bcen2424_1235"	"BCEN2424_RS06145"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1365355	1366380	"-"	"WP_011545033.1"	"WP_011545033.1"		"substrate-binding domain-containing protein"	""		1026	341	"old_locus_tag=Bcen2424_1235"
"Bcen2424_1236"	"BCEN2424_RS34870"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1366503	1367123	"-"	"WP_011545034.1"	"WP_011545034.1"		"hypothetical protein"	""		621	206	"old_locus_tag=Bcen2424_1236"
"Bcen2424_1237"	"BCEN2424_RS06150"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1367180	1368166	"-"	"WP_011545035.1"	"WP_011545035.1"		"SDR family oxidoreductase"	""		987	328	"old_locus_tag=Bcen2424_1237"
"Bcen2424_1238"	"BCEN2424_RS06155"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1368321	1369325	"-"	"WP_011545036.1"	"WP_011545036.1"		"zinc-binding dehydrogenase"	""		1005	334	"old_locus_tag=Bcen2424_1238"
"Bcen2424_1239"	"BCEN2424_RS06160"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1369425	1369853	"-"	"WP_011545037.1"	"WP_011545037.1"		"DoxX family protein"	""		429	142	"old_locus_tag=Bcen2424_1239"
"Bcen2424_1240"	"BCEN2424_RS06165"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1369929	1371050	"-"	"WP_011545038.1"	"WP_011545038.1"		"alkene reductase"	""		1122	373	"old_locus_tag=Bcen2424_1240"
"Bcen2424_1241"	"BCEN2424_RS06170"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1371207	1372106	"+"	"WP_006476390.1"	"WP_006476390.1"		"LysR family transcriptional regulator"	""		900	299	"old_locus_tag=Bcen2424_1241"
"Bcen2424_1242"	"BCEN2424_RS06175"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1372254	1372880	"+"	"WP_011694242.1"	"WP_011694242.1"		"flavin reductase family protein"	""		627	208	"old_locus_tag=Bcen2424_1242"
"Bcen2424_1243"	"BCEN2424_RS06180"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1373295	1374527	"+"	"WP_006476388.1"	"WP_006476388.1"		"3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) subunit alpha"	""		1233	410	"old_locus_tag=Bcen2424_1243"
"Bcen2424_1244"	"BCEN2424_RS06185"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	1374530	1375570	"+"	"WP_011545040.1"	"WP_011545040.1"		"alpha-ketoacid dehydrogenase subunit beta"	""		1041	346	"old_locus_tag=Bcen2424_1244"
