# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2060225	2061463	-	ABK08606.1			aminotransferase			Bcen2424_1855	1239	412	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2061699	2062154	+							Bcen2424_1856	456		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2061699	2062154	+	ABK08607.1			protein of unknown function DUF498			Bcen2424_1856	456	151	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2062278	2063954	+							Bcen2424_1857	1677		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2062278	2063954	+	ABK08608.1			glycosyl transferase, family 39			Bcen2424_1857	1677	558	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2063968	2064339	+							Bcen2424_1858	372		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2063968	2064339	+	ABK08609.1			conserved hypothetical protein			Bcen2424_1858	372	123	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2064407	2065621	+							Bcen2424_1859	1215		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2064407	2065621	+	ABK08610.1			DegT/DnrJ/EryC1/StrS aminotransferase			Bcen2424_1859	1215	404	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2065628	2066665	+							Bcen2424_1860	1038		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2065628	2066665	+	ABK08611.1			glycosyl transferase, family 2			Bcen2424_1860	1038	345	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2066662	2067609	+							Bcen2424_1861	948		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2066662	2067609	+	ABK08612.1			formyl transferase domain protein			Bcen2424_1861	948	315	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2067606	2068661	+							Bcen2424_1862	1056		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2067606	2068661	+	ABK08613.1			NAD-dependent epimerase/dehydratase			Bcen2424_1862	1056	351	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2068675	2069571	+							Bcen2424_1863	897		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2068675	2069571	+	ABK08614.1			polysaccharide deacetylase			Bcen2424_1863	897	298	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2069681	2070142	+							Bcen2424_1864	462		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2069681	2070142	+	ABK08615.1			alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen			Bcen2424_1864	462	153	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2070475	2072277	+							Bcen2424_1865	1803		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2070475	2072277	+	ABK08616.1			PhoH family protein			Bcen2424_1865	1803	600	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2072514	2073605	+							Bcen2424_1866	1092		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2072514	2073605	+	ABK08617.1			NLP/P60 protein			Bcen2424_1866	1092	363	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2073846	2075108	+							Bcen2424_1867	1263		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2073846	2075108	+	ABK08618.1			transposase IS116/IS110/IS902 family protein			Bcen2424_1867	1263	420	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2075200	2076210	-							Bcen2424_1868	1011		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2075200	2076210	-	ABK08619.1			phosphate transporter			Bcen2424_1868	1011	336	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2076221	2076847	-							Bcen2424_1869	627		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2076221	2076847	-	ABK08620.1			protein of unknown function DUF47			Bcen2424_1869	627	208	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2076986	2078368	-							Bcen2424_1870	1383		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2076986	2078368	-	ABK08621.1			primary replicative DNA helicase			Bcen2424_1870	1383	460	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2078511	2078963	-							Bcen2424_1871	453		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2078511	2078963	-	ABK08622.1			LSU ribosomal protein L9P			Bcen2424_1871	453	150	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2078991	2079266	-							Bcen2424_1872	276		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2078991	2079266	-	ABK08623.1			SSU ribosomal protein S18P			Bcen2424_1872	276	91	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2079271	2079570	-							Bcen2424_1873	300		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2079271	2079570	-	ABK08624.1			primosomal replication protein N-like protein			Bcen2424_1873	300	99	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2079611	2079985	-							Bcen2424_1874	375		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2079611	2079985	-	ABK08625.1			SSU ribosomal protein S6P			Bcen2424_1874	375	124	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2080218	2081117	-							Bcen2424_1875	900		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2080218	2081117	-	ABK08626.1			putative transmembrane anti-sigma factor			Bcen2424_1875	900	299	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2081107	2081742	-							Bcen2424_1876	636		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2081107	2081742	-	ABK08627.1			RNA polymerase, sigma-24 subunit, RpoE			Bcen2424_1876	636	211	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2081911	2082876	-							Bcen2424_1877	966		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2081911	2082876	-	ABK08628.1			transcriptional regulator, LysR family			Bcen2424_1877	966	321	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2082994	2084769	+							Bcen2424_1878	1776		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2082994	2084769	+	ABK08629.1			glyoxylate carboligase			Bcen2424_1878	1776	591	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2084840	2085649	+							Bcen2424_1879	810		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2084840	2085649	+	ABK08630.1			Hydroxypyruvate isomerase			Bcen2424_1879	810	269	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2085691	2086584	+							Bcen2424_1880	894		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2085691	2086584	+	ABK08631.1			2-hydroxy-3-oxopropionate reductase			Bcen2424_1880	894	297	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2087046	2087516	+							Bcen2424_1881	471		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2087046	2087516	+	ABK08632.1			Peptidoglycan-binding LysM			Bcen2424_1881	471	156	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2087608	2088705	-							Bcen2424_1882	1098		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2087608	2088705	-	ABK08633.1			L-asparaginase, type II			Bcen2424_1882	1098	365	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2088901	2089191	+							Bcen2424_1883	291		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2088901	2089191	+	ABK08634.1			PsiF repeat protein			Bcen2424_1883	291	96	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2089473	2089922	+							Bcen2424_1884	450		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2089473	2089922	+	ABK08635.1			conserved hypothetical protein			Bcen2424_1884	450	149	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2090172	2090759	+							Bcen2424_1885	588		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2090172	2090759	+	ABK08636.1			conserved hypothetical protein			Bcen2424_1885	588	195	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2090865	2091929	-							Bcen2424_1886	1065		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2090865	2091929	-	ABK08637.1			glycosyl transferase, group 1			Bcen2424_1886	1065	354	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2092213	2093388	-							Bcen2424_1887	1176		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2092213	2093388	-	ABK08638.1			ATPase-like protein			Bcen2424_1887	1176	391	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2093431	2094603	-							Bcen2424_1888	1173		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2093431	2094603	-	ABK08639.1			MscS Mechanosensitive ion channel			Bcen2424_1888	1173	390	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2094693	2095049	-							Bcen2424_1889	357		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2094693	2095049	-	ABK08640.1			conserved hypothetical protein			Bcen2424_1889	357	118	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2095171	2095881	-							Bcen2424_1890	711		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2095171	2095881	-	ABK08641.1			ankyrin repeat protein			Bcen2424_1890	711	236	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2095925	2096704	-							Bcen2424_1891	780		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2095925	2096704	-	ABK08642.1			hydrolase, TatD family			Bcen2424_1891	780	259	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2096846	2097874	-							Bcen2424_1892	1029		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2096846	2097874	-	ABK08643.1			DNA polymerase III, delta prime subunit			Bcen2424_1892	1029	342	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2097894	2098514	-							Bcen2424_1893	621		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2097894	2098514	-	ABK08644.1			thymidylate kinase			Bcen2424_1893	621	206	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2098514	2099533	-							Bcen2424_1894	1020		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2098514	2099533	-	ABK08645.1			aminodeoxychorismate lyase			Bcen2424_1894	1020	339	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2099611	2100645	+							Bcen2424_1895	1035		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2099611	2100645	+	ABK08646.1			glycine cleavage T protein (aminomethyl transferase)			Bcen2424_1895	1035	344	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2100722	2101567	+							Bcen2424_1896	846		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2100722	2101567	+	ABK08647.1			protein of unknown function DUF833			Bcen2424_1896	846	281	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2101584	2102030	-							Bcen2424_1897	447		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2101584	2102030	-	ABK08648.1			GCN5-related N-acetyltransferase			Bcen2424_1897	447	148	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2102072	2103088	-							Bcen2424_1898	1017		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2102072	2103088	-	ABK08649.1			Alpha/beta hydrolase fold-3 domain protein			Bcen2424_1898	1017	338	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2103200	2103679	-							Bcen2424_1899	480		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2103200	2103679	-	ABK08650.1			uncharacterized domain 1			Bcen2424_1899	480	159	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2103676	2104170	-							Bcen2424_1900	495		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2103676	2104170	-	ABK08651.1			Stress responsive alpha-beta barrel domain protein			Bcen2424_1900	495	164	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2104302	2105780	-							Bcen2424_1901	1479		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2104302	2105780	-	ABK08652.1			diguanylate cyclase			Bcen2424_1901	1479	492	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2106684	2108825	+							Bcen2424_1902	2142		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2106684	2108825	+	ABK08653.1			putative lipoprotein			Bcen2424_1902	2142	713	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2108917	2110317	-							Bcen2424_1903	1401		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2108917	2110317	-	ABK08654.1			diguanylate cyclase			Bcen2424_1903	1401	466	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2110580	2111758	-							Bcen2424_1904	1179		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2110580	2111758	-	ABK08655.1			acetyl-CoA acetyltransferase			Bcen2424_1904	1179	392	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2111800	2112432	-							Bcen2424_1905	633		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2111800	2112432	-	ABK08656.1			Nicotinamidase			Bcen2424_1905	633	210	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2112482	2114566	-							Bcen2424_1906	2085		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2112482	2114566	-	ABK08657.1			3-hydroxyacyl-CoA dehydrogenase / short chain enoyl-CoA hydratase			Bcen2424_1906	2085	694	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2114771	2116480	-							Bcen2424_1907	1710		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2114771	2116480	-	ABK08658.1			AMP-dependent synthetase and ligase			Bcen2424_1907	1710	569	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2116593	2118161	+							Bcen2424_1908	1569		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2116593	2118161	+	ABK08659.1			protein of unknown function UPF0061			Bcen2424_1908	1569	522	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2118206	2118637	+							Bcen2424_1909	432		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2118206	2118637	+	ABK08660.1			methionine-R-sulfoxide reductase			Bcen2424_1909	432	143	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2118768	2119298	+							Bcen2424_1910	531		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2118768	2119298	+	ABK08661.1			intracellular septation protein A			Bcen2424_1910	531	176	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2119300	2119608	+							Bcen2424_1911	309		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2119300	2119608	+	ABK08662.1			transcriptional regulator, BolA protein family			Bcen2424_1911	309	102	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2119627	2120409	+							Bcen2424_1912	783		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2119627	2120409	+	ABK08663.1			PpiC-type peptidyl-prolyl cis-trans isomerase			Bcen2424_1912	783	260	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2120581	2121129	-							Bcen2424_1913	549		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2120581	2121129	-	ABK08664.1			GCN5-related N-acetyltransferase			Bcen2424_1913	549	182	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2121134	2125198	-							Bcen2424_1914	4065		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2121134	2125198	-	ABK08665.1			phosphoribosylformylglycinamidine synthase			Bcen2424_1914	4065	1354	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2125526	2126827	+							Bcen2424_1915	1302		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2125526	2126827	+	ABK08666.1			D-amino-acid dehydrogenase			Bcen2424_1915	1302	433	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2126881	2128425	+							Bcen2424_1916	1545		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2126881	2128425	+	ABK08667.1			carbohydrate kinase, YjeF related protein			Bcen2424_1916	1545	514	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2128489	2130159	+							Bcen2424_1917	1671		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2128489	2130159	+	ABK08668.1			glucose-6-phosphate isomerase			Bcen2424_1917	1671	556	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2130228	2130902	-							Bcen2424_1918	675		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2130228	2130902	-	ABK08669.1			ABC transporter related protein			Bcen2424_1918	675	224	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2130940	2131608	+							Bcen2424_1919	669		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2130940	2131608	+	ABK08670.1			lipolytic enzyme, G-D-S-L family			Bcen2424_1919	669	222	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2131683	2133620	-							Bcen2424_1920	1938		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2131683	2133620	-	ABK08671.1			PpiC-type peptidyl-prolyl cis-trans isomerase			Bcen2424_1920	1938	645	
gene	tRNA	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2133954	2134030	-							Bcen2424_R0047	77		
tRNA		GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2133954	2134030	-				tRNA-Asp			Bcen2424_R0047	77		
gene	tRNA	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2134054	2134129	-							Bcen2424_R0048	76		
tRNA		GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2134054	2134129	-				tRNA-Val			Bcen2424_R0048	76		
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2134336	2136759	-							Bcen2424_1921	2424		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2134336	2136759	-	ABK08672.1			ATP-dependent proteinase, Serine peptidase, MEROPS family S16			Bcen2424_1921	2424	807	
